paramSetNum,N,g0,g1,kd,ha,hr,fa,fr
471,20,0.5,7,1,0.1,0.001,1e-05,0.1
472,20,0.5,7,1,0.1,0.001,1e-05,1.0
473,20,0.5,7,1,0.1,0.001,1e-05,10.0
474,20,0.5,7,1,0.1,0.001,1e-05,1000.0
475,20,0.5,7,1,0.1,0.001,0.001,1e-05
476,20,0.5,7,1,0.1,0.001,0.001,0.001
477,20,0.5,7,1,0.1,0.001,0.001,0.1
478,20,0.5,7,1,0.1,0.001,0.001,1.0
479,20,0.5,7,1,0.1,0.001,0.001,10.0
480,20,0.5,7,1,0.1,0.001,0.001,1000.0
481,20,0.5,7,1,0.1,0.001,0.1,1e-05
482,20,0.5,7,1,0.1,0.001,0.1,0.001
483,20,0.5,7,1,0.1,0.001,0.1,0.1
484,20,0.5,7,1,0.1,0.001,0.1,1.0
485,20,0.5,7,1,0.1,0.001,0.1,10.0
486,20,0.5,7,1,0.1,0.001,0.1,1000.0
487,20,0.5,7,1,0.1,0.001,1.0,1e-05
488,20,0.5,7,1,0.1,0.001,1.0,0.001
489,20,0.5,7,1,0.1,0.001,1.0,0.1
490,20,0.5,7,1,0.1,0.001,1.0,1.0
491,20,0.5,7,1,0.1,0.001,1.0,10.0
492,20,0.5,7,1,0.1,0.001,1.0,1000.0
493,20,0.5,7,1,0.1,0.001,10.0,1e-05
494,20,0.5,7,1,0.1,0.001,10.0,0.001
495,20,0.5,7,1,0.1,0.001,10.0,0.1
496,20,0.5,7,1,0.1,0.001,10.0,1.0
497,20,0.5,7,1,0.1,0.001,10.0,10.0
498,20,0.5,7,1,0.1,0.001,10.0,1000.0
499,20,0.5,7,1,0.1,0.001,1000.0,1e-05
500,20,0.5,7,1,0.1,0.001,1000.0,0.001
501,20,0.5,7,1,0.1,0.001,1000.0,0.1
502,20,0.5,7,1,0.1,0.001,1000.0,1.0
503,20,0.5,7,1,0.1,0.001,1000.0,10.0
504,20,0.5,7,1,0.1,0.001,1000.0,1000.0
505,20,0.5,7,1,0.1,0.1,1e-05,1e-05
506,20,0.5,7,1,0.1,0.1,1e-05,0.001
507,20,0.5,7,1,0.1,0.1,1e-05,0.1
508,20,0.5,7,1,0.1,0.1,1e-05,1.0
509,20,0.5,7,1,0.1,0.1,1e-05,10.0
510,20,0.5,7,1,0.1,0.1,1e-05,1000.0
511,20,0.5,7,1,0.1,0.1,0.001,1e-05
512,20,0.5,7,1,0.1,0.1,0.001,0.001
513,20,0.5,7,1,0.1,0.1,0.001,0.1
514,20,0.5,7,1,0.1,0.1,0.001,1.0
515,20,0.5,7,1,0.1,0.1,0.001,10.0
516,20,0.5,7,1,0.1,0.1,0.001,1000.0
517,20,0.5,7,1,0.1,0.1,0.1,1e-05
518,20,0.5,7,1,0.1,0.1,0.1,0.001
519,20,0.5,7,1,0.1,0.1,0.1,0.1
520,20,0.5,7,1,0.1,0.1,0.1,1.0
521,20,0.5,7,1,0.1,0.1,0.1,10.0
522,20,0.5,7,1,0.1,0.1,0.1,1000.0
523,20,0.5,7,1,0.1,0.1,1.0,1e-05
524,20,0.5,7,1,0.1,0.1,1.0,0.001
525,20,0.5,7,1,0.1,0.1,1.0,0.1
526,20,0.5,7,1,0.1,0.1,1.0,1.0
527,20,0.5,7,1,0.1,0.1,1.0,10.0
528,20,0.5,7,1,0.1,0.1,1.0,1000.0
529,20,0.5,7,1,0.1,0.1,10.0,1e-05
530,20,0.5,7,1,0.1,0.1,10.0,0.001
531,20,0.5,7,1,0.1,0.1,10.0,0.1
532,20,0.5,7,1,0.1,0.1,10.0,1.0
533,20,0.5,7,1,0.1,0.1,10.0,10.0
534,20,0.5,7,1,0.1,0.1,10.0,1000.0
535,20,0.5,7,1,0.1,0.1,1000.0,1e-05
536,20,0.5,7,1,0.1,0.1,1000.0,0.001
537,20,0.5,7,1,0.1,0.1,1000.0,0.1
538,20,0.5,7,1,0.1,0.1,1000.0,1.0
539,20,0.5,7,1,0.1,0.1,1000.0,10.0
540,20,0.5,7,1,0.1,0.1,1000.0,1000.0
541,20,0.5,7,1,0.1,1.0,1e-05,1e-05
542,20,0.5,7,1,0.1,1.0,1e-05,0.001
543,20,0.5,7,1,0.1,1.0,1e-05,0.1
544,20,0.5,7,1,0.1,1.0,1e-05,1.0
545,20,0.5,7,1,0.1,1.0,1e-05,10.0
546,20,0.5,7,1,0.1,1.0,1e-05,1000.0
547,20,0.5,7,1,0.1,1.0,0.001,1e-05
548,20,0.5,7,1,0.1,1.0,0.001,0.001
549,20,0.5,7,1,0.1,1.0,0.001,0.1
550,20,0.5,7,1,0.1,1.0,0.001,1.0
551,20,0.5,7,1,0.1,1.0,0.001,10.0
552,20,0.5,7,1,0.1,1.0,0.001,1000.0
553,20,0.5,7,1,0.1,1.0,0.1,1e-05
554,20,0.5,7,1,0.1,1.0,0.1,0.001
555,20,0.5,7,1,0.1,1.0,0.1,0.1
556,20,0.5,7,1,0.1,1.0,0.1,1.0
557,20,0.5,7,1,0.1,1.0,0.1,10.0
558,20,0.5,7,1,0.1,1.0,0.1,1000.0
559,20,0.5,7,1,0.1,1.0,1.0,1e-05
560,20,0.5,7,1,0.1,1.0,1.0,0.001
561,20,0.5,7,1,0.1,1.0,1.0,0.1
562,20,0.5,7,1,0.1,1.0,1.0,1.0
563,20,0.5,7,1,0.1,1.0,1.0,10.0
564,20,0.5,7,1,0.1,1.0,1.0,1000.0
565,20,0.5,7,1,0.1,1.0,10.0,1e-05
566,20,0.5,7,1,0.1,1.0,10.0,0.001
567,20,0.5,7,1,0.1,1.0,10.0,0.1
568,20,0.5,7,1,0.1,1.0,10.0,1.0
569,20,0.5,7,1,0.1,1.0,10.0,10.0
570,20,0.5,7,1,0.1,1.0,10.0,1000.0
571,20,0.5,7,1,0.1,1.0,1000.0,1e-05
572,20,0.5,7,1,0.1,1.0,1000.0,0.001
573,20,0.5,7,1,0.1,1.0,1000.0,0.1
574,20,0.5,7,1,0.1,1.0,1000.0,1.0
575,20,0.5,7,1,0.1,1.0,1000.0,10.0
576,20,0.5,7,1,0.1,1.0,1000.0,1000.0
577,20,0.5,7,1,0.1,10.0,1e-05,1e-05
578,20,0.5,7,1,0.1,10.0,1e-05,0.001
579,20,0.5,7,1,0.1,10.0,1e-05,0.1
580,20,0.5,7,1,0.1,10.0,1e-05,1.0
581,20,0.5,7,1,0.1,10.0,1e-05,10.0
582,20,0.5,7,1,0.1,10.0,1e-05,1000.0
583,20,0.5,7,1,0.1,10.0,0.001,1e-05
584,20,0.5,7,1,0.1,10.0,0.001,0.001
585,20,0.5,7,1,0.1,10.0,0.001,0.1
586,20,0.5,7,1,0.1,10.0,0.001,1.0
587,20,0.5,7,1,0.1,10.0,0.001,10.0
588,20,0.5,7,1,0.1,10.0,0.001,1000.0
589,20,0.5,7,1,0.1,10.0,0.1,1e-05
590,20,0.5,7,1,0.1,10.0,0.1,0.001
591,20,0.5,7,1,0.1,10.0,0.1,0.1
592,20,0.5,7,1,0.1,10.0,0.1,1.0
593,20,0.5,7,1,0.1,10.0,0.1,10.0
594,20,0.5,7,1,0.1,10.0,0.1,1000.0
595,20,0.5,7,1,0.1,10.0,1.0,1e-05
596,20,0.5,7,1,0.1,10.0,1.0,0.001
597,20,0.5,7,1,0.1,10.0,1.0,0.1
598,20,0.5,7,1,0.1,10.0,1.0,1.0
599,20,0.5,7,1,0.1,10.0,1.0,10.0
600,20,0.5,7,1,0.1,10.0,1.0,1000.0
601,20,0.5,7,1,0.1,10.0,10.0,1e-05
602,20,0.5,7,1,0.1,10.0,10.0,0.001
603,20,0.5,7,1,0.1,10.0,10.0,0.1
604,20,0.5,7,1,0.1,10.0,10.0,1.0
605,20,0.5,7,1,0.1,10.0,10.0,10.0
606,20,0.5,7,1,0.1,10.0,10.0,1000.0
607,20,0.5,7,1,0.1,10.0,1000.0,1e-05
608,20,0.5,7,1,0.1,10.0,1000.0,0.001
609,20,0.5,7,1,0.1,10.0,1000.0,0.1
610,20,0.5,7,1,0.1,10.0,1000.0,1.0
611,20,0.5,7,1,0.1,10.0,1000.0,10.0
612,20,0.5,7,1,0.1,10.0,1000.0,1000.0
613,20,0.5,7,1,0.1,1000.0,1e-05,1e-05
614,20,0.5,7,1,0.1,1000.0,1e-05,0.001
615,20,0.5,7,1,0.1,1000.0,1e-05,0.1
616,20,0.5,7,1,0.1,1000.0,1e-05,1.0
617,20,0.5,7,1,0.1,1000.0,1e-05,10.0
618,20,0.5,7,1,0.1,1000.0,1e-05,1000.0
619,20,0.5,7,1,0.1,1000.0,0.001,1e-05
620,20,0.5,7,1,0.1,1000.0,0.001,0.001
621,20,0.5,7,1,0.1,1000.0,0.001,0.1
622,20,0.5,7,1,0.1,1000.0,0.001,1.0
623,20,0.5,7,1,0.1,1000.0,0.001,10.0
624,20,0.5,7,1,0.1,1000.0,0.001,1000.0
625,20,0.5,7,1,0.1,1000.0,0.1,1e-05
626,20,0.5,7,1,0.1,1000.0,0.1,0.001
627,20,0.5,7,1,0.1,1000.0,0.1,0.1
628,20,0.5,7,1,0.1,1000.0,0.1,1.0
629,20,0.5,7,1,0.1,1000.0,0.1,10.0
630,20,0.5,7,1,0.1,1000.0,0.1,1000.0
631,20,0.5,7,1,0.1,1000.0,1.0,1e-05
632,20,0.5,7,1,0.1,1000.0,1.0,0.001
633,20,0.5,7,1,0.1,1000.0,1.0,0.1
634,20,0.5,7,1,0.1,1000.0,1.0,1.0
635,20,0.5,7,1,0.1,1000.0,1.0,10.0
636,20,0.5,7,1,0.1,1000.0,1.0,1000.0
637,20,0.5,7,1,0.1,1000.0,10.0,1e-05
638,20,0.5,7,1,0.1,1000.0,10.0,0.001
639,20,0.5,7,1,0.1,1000.0,10.0,0.1
640,20,0.5,7,1,0.1,1000.0,10.0,1.0
641,20,0.5,7,1,0.1,1000.0,10.0,10.0
642,20,0.5,7,1,0.1,1000.0,10.0,1000.0
643,20,0.5,7,1,0.1,1000.0,1000.0,1e-05
644,20,0.5,7,1,0.1,1000.0,1000.0,0.001
645,20,0.5,7,1,0.1,1000.0,1000.0,0.1
646,20,0.5,7,1,0.1,1000.0,1000.0,1.0
647,20,0.5,7,1,0.1,1000.0,1000.0,10.0
648,20,0.5,7,1,0.1,1000.0,1000.0,1000.0
649,20,0.5,7,1,1.0,1e-05,1e-05,1e-05
650,20,0.5,7,1,1.0,1e-05,1e-05,0.001
651,20,0.5,7,1,1.0,1e-05,1e-05,0.1
652,20,0.5,7,1,1.0,1e-05,1e-05,1.0
653,20,0.5,7,1,1.0,1e-05,1e-05,10.0
654,20,0.5,7,1,1.0,1e-05,1e-05,1000.0
655,20,0.5,7,1,1.0,1e-05,0.001,1e-05
656,20,0.5,7,1,1.0,1e-05,0.001,0.001
657,20,0.5,7,1,1.0,1e-05,0.001,0.1
658,20,0.5,7,1,1.0,1e-05,0.001,1.0
659,20,0.5,7,1,1.0,1e-05,0.001,10.0
660,20,0.5,7,1,1.0,1e-05,0.001,1000.0
661,20,0.5,7,1,1.0,1e-05,0.1,1e-05
662,20,0.5,7,1,1.0,1e-05,0.1,0.001
663,20,0.5,7,1,1.0,1e-05,0.1,0.1
664,20,0.5,7,1,1.0,1e-05,0.1,1.0
665,20,0.5,7,1,1.0,1e-05,0.1,10.0
666,20,0.5,7,1,1.0,1e-05,0.1,1000.0
667,20,0.5,7,1,1.0,1e-05,1.0,1e-05
668,20,0.5,7,1,1.0,1e-05,1.0,0.001
669,20,0.5,7,1,1.0,1e-05,1.0,0.1
670,20,0.5,7,1,1.0,1e-05,1.0,1.0
671,20,0.5,7,1,1.0,1e-05,1.0,10.0
672,20,0.5,7,1,1.0,1e-05,1.0,1000.0
673,20,0.5,7,1,1.0,1e-05,10.0,1e-05
674,20,0.5,7,1,1.0,1e-05,10.0,0.001
675,20,0.5,7,1,1.0,1e-05,10.0,0.1
676,20,0.5,7,1,1.0,1e-05,10.0,1.0
677,20,0.5,7,1,1.0,1e-05,10.0,10.0
678,20,0.5,7,1,1.0,1e-05,10.0,1000.0
679,20,0.5,7,1,1.0,1e-05,1000.0,1e-05
680,20,0.5,7,1,1.0,1e-05,1000.0,0.001
681,20,0.5,7,1,1.0,1e-05,1000.0,0.1
682,20,0.5,7,1,1.0,1e-05,1000.0,1.0
683,20,0.5,7,1,1.0,1e-05,1000.0,10.0
684,20,0.5,7,1,1.0,1e-05,1000.0,1000.0
685,20,0.5,7,1,1.0,0.001,1e-05,1e-05
686,20,0.5,7,1,1.0,0.001,1e-05,0.001
687,20,0.5,7,1,1.0,0.001,1e-05,0.1
688,20,0.5,7,1,1.0,0.001,1e-05,1.0
689,20,0.5,7,1,1.0,0.001,1e-05,10.0
690,20,0.5,7,1,1.0,0.001,1e-05,1000.0
691,20,0.5,7,1,1.0,0.001,0.001,1e-05
692,20,0.5,7,1,1.0,0.001,0.001,0.001
693,20,0.5,7,1,1.0,0.001,0.001,0.1
694,20,0.5,7,1,1.0,0.001,0.001,1.0
695,20,0.5,7,1,1.0,0.001,0.001,10.0
696,20,0.5,7,1,1.0,0.001,0.001,1000.0
697,20,0.5,7,1,1.0,0.001,0.1,1e-05
698,20,0.5,7,1,1.0,0.001,0.1,0.001
699,20,0.5,7,1,1.0,0.001,0.1,0.1
700,20,0.5,7,1,1.0,0.001,0.1,1.0
701,20,0.5,7,1,1.0,0.001,0.1,10.0
702,20,0.5,7,1,1.0,0.001,0.1,1000.0
703,20,0.5,7,1,1.0,0.001,1.0,1e-05
704,20,0.5,7,1,1.0,0.001,1.0,0.001
705,20,0.5,7,1,1.0,0.001,1.0,0.1
706,20,0.5,7,1,1.0,0.001,1.0,1.0
707,20,0.5,7,1,1.0,0.001,1.0,10.0
708,20,0.5,7,1,1.0,0.001,1.0,1000.0
709,20,0.5,7,1,1.0,0.001,10.0,1e-05
710,20,0.5,7,1,1.0,0.001,10.0,0.001
711,20,0.5,7,1,1.0,0.001,10.0,0.1
712,20,0.5,7,1,1.0,0.001,10.0,1.0
713,20,0.5,7,1,1.0,0.001,10.0,10.0
714,20,0.5,7,1,1.0,0.001,10.0,1000.0
715,20,0.5,7,1,1.0,0.001,1000.0,1e-05
716,20,0.5,7,1,1.0,0.001,1000.0,0.001
717,20,0.5,7,1,1.0,0.001,1000.0,0.1
718,20,0.5,7,1,1.0,0.001,1000.0,1.0
719,20,0.5,7,1,1.0,0.001,1000.0,10.0
720,20,0.5,7,1,1.0,0.001,1000.0,1000.0
721,20,0.5,7,1,1.0,0.1,1e-05,1e-05
722,20,0.5,7,1,1.0,0.1,1e-05,0.001
723,20,0.5,7,1,1.0,0.1,1e-05,0.1
724,20,0.5,7,1,1.0,0.1,1e-05,1.0
725,20,0.5,7,1,1.0,0.1,1e-05,10.0
726,20,0.5,7,1,1.0,0.1,1e-05,1000.0
727,20,0.5,7,1,1.0,0.1,0.001,1e-05
728,20,0.5,7,1,1.0,0.1,0.001,0.001
729,20,0.5,7,1,1.0,0.1,0.001,0.1
730,20,0.5,7,1,1.0,0.1,0.001,1.0
731,20,0.5,7,1,1.0,0.1,0.001,10.0
732,20,0.5,7,1,1.0,0.1,0.001,1000.0
733,20,0.5,7,1,1.0,0.1,0.1,1e-05
734,20,0.5,7,1,1.0,0.1,0.1,0.001
735,20,0.5,7,1,1.0,0.1,0.1,0.1
736,20,0.5,7,1,1.0,0.1,0.1,1.0
737,20,0.5,7,1,1.0,0.1,0.1,10.0
738,20,0.5,7,1,1.0,0.1,0.1,1000.0
739,20,0.5,7,1,1.0,0.1,1.0,1e-05
740,20,0.5,7,1,1.0,0.1,1.0,0.001
741,20,0.5,7,1,1.0,0.1,1.0,0.1
742,20,0.5,7,1,1.0,0.1,1.0,1.0
743,20,0.5,7,1,1.0,0.1,1.0,10.0
744,20,0.5,7,1,1.0,0.1,1.0,1000.0
745,20,0.5,7,1,1.0,0.1,10.0,1e-05
746,20,0.5,7,1,1.0,0.1,10.0,0.001
747,20,0.5,7,1,1.0,0.1,10.0,0.1
748,20,0.5,7,1,1.0,0.1,10.0,1.0
749,20,0.5,7,1,1.0,0.1,10.0,10.0
750,20,0.5,7,1,1.0,0.1,10.0,1000.0
751,20,0.5,7,1,1.0,0.1,1000.0,1e-05
752,20,0.5,7,1,1.0,0.1,1000.0,0.001
753,20,0.5,7,1,1.0,0.1,1000.0,0.1
754,20,0.5,7,1,1.0,0.1,1000.0,1.0
755,20,0.5,7,1,1.0,0.1,1000.0,10.0
756,20,0.5,7,1,1.0,0.1,1000.0,1000.0
757,20,0.5,7,1,1.0,1.0,1e-05,1e-05
758,20,0.5,7,1,1.0,1.0,1e-05,0.001
759,20,0.5,7,1,1.0,1.0,1e-05,0.1
760,20,0.5,7,1,1.0,1.0,1e-05,1.0
761,20,0.5,7,1,1.0,1.0,1e-05,10.0
762,20,0.5,7,1,1.0,1.0,1e-05,1000.0
763,20,0.5,7,1,1.0,1.0,0.001,1e-05
764,20,0.5,7,1,1.0,1.0,0.001,0.001
765,20,0.5,7,1,1.0,1.0,0.001,0.1
766,20,0.5,7,1,1.0,1.0,0.001,1.0
767,20,0.5,7,1,1.0,1.0,0.001,10.0
768,20,0.5,7,1,1.0,1.0,0.001,1000.0
769,20,0.5,7,1,1.0,1.0,0.1,1e-05
770,20,0.5,7,1,1.0,1.0,0.1,0.001
771,20,0.5,7,1,1.0,1.0,0.1,0.1
772,20,0.5,7,1,1.0,1.0,0.1,1.0
773,20,0.5,7,1,1.0,1.0,0.1,10.0
774,20,0.5,7,1,1.0,1.0,0.1,1000.0
775,20,0.5,7,1,1.0,1.0,1.0,1e-05
776,20,0.5,7,1,1.0,1.0,1.0,0.001
777,20,0.5,7,1,1.0,1.0,1.0,0.1
778,20,0.5,7,1,1.0,1.0,1.0,1.0
779,20,0.5,7,1,1.0,1.0,1.0,10.0
780,20,0.5,7,1,1.0,1.0,1.0,1000.0
781,20,0.5,7,1,1.0,1.0,10.0,1e-05
782,20,0.5,7,1,1.0,1.0,10.0,0.001
783,20,0.5,7,1,1.0,1.0,10.0,0.1
784,20,0.5,7,1,1.0,1.0,10.0,1.0
785,20,0.5,7,1,1.0,1.0,10.0,10.0
786,20,0.5,7,1,1.0,1.0,10.0,1000.0
787,20,0.5,7,1,1.0,1.0,1000.0,1e-05
788,20,0.5,7,1,1.0,1.0,1000.0,0.001
789,20,0.5,7,1,1.0,1.0,1000.0,0.1
790,20,0.5,7,1,1.0,1.0,1000.0,1.0
791,20,0.5,7,1,1.0,1.0,1000.0,10.0
792,20,0.5,7,1,1.0,1.0,1000.0,1000.0
793,20,0.5,7,1,1.0,10.0,1e-05,1e-05
794,20,0.5,7,1,1.0,10.0,1e-05,0.001
795,20,0.5,7,1,1.0,10.0,1e-05,0.1
796,20,0.5,7,1,1.0,10.0,1e-05,1.0
797,20,0.5,7,1,1.0,10.0,1e-05,10.0
798,20,0.5,7,1,1.0,10.0,1e-05,1000.0
799,20,0.5,7,1,1.0,10.0,0.001,1e-05
800,20,0.5,7,1,1.0,10.0,0.001,0.001
801,20,0.5,7,1,1.0,10.0,0.001,0.1
802,20,0.5,7,1,1.0,10.0,0.001,1.0
803,20,0.5,7,1,1.0,10.0,0.001,10.0
804,20,0.5,7,1,1.0,10.0,0.001,1000.0
805,20,0.5,7,1,1.0,10.0,0.1,1e-05
806,20,0.5,7,1,1.0,10.0,0.1,0.001
807,20,0.5,7,1,1.0,10.0,0.1,0.1
808,20,0.5,7,1,1.0,10.0,0.1,1.0
809,20,0.5,7,1,1.0,10.0,0.1,10.0
810,20,0.5,7,1,1.0,10.0,0.1,1000.0
811,20,0.5,7,1,1.0,10.0,1.0,1e-05
812,20,0.5,7,1,1.0,10.0,1.0,0.001
813,20,0.5,7,1,1.0,10.0,1.0,0.1
814,20,0.5,7,1,1.0,10.0,1.0,1.0
815,20,0.5,7,1,1.0,10.0,1.0,10.0
816,20,0.5,7,1,1.0,10.0,1.0,1000.0
817,20,0.5,7,1,1.0,10.0,10.0,1e-05
818,20,0.5,7,1,1.0,10.0,10.0,0.001
819,20,0.5,7,1,1.0,10.0,10.0,0.1
820,20,0.5,7,1,1.0,10.0,10.0,1.0
821,20,0.5,7,1,1.0,10.0,10.0,10.0
822,20,0.5,7,1,1.0,10.0,10.0,1000.0
823,20,0.5,7,1,1.0,10.0,1000.0,1e-05
824,20,0.5,7,1,1.0,10.0,1000.0,0.001
825,20,0.5,7,1,1.0,10.0,1000.0,0.1
826,20,0.5,7,1,1.0,10.0,1000.0,1.0
827,20,0.5,7,1,1.0,10.0,1000.0,10.0
828,20,0.5,7,1,1.0,10.0,1000.0,1000.0
829,20,0.5,7,1,1.0,1000.0,1e-05,1e-05
830,20,0.5,7,1,1.0,1000.0,1e-05,0.001
831,20,0.5,7,1,1.0,1000.0,1e-05,0.1
832,20,0.5,7,1,1.0,1000.0,1e-05,1.0
833,20,0.5,7,1,1.0,1000.0,1e-05,10.0
834,20,0.5,7,1,1.0,1000.0,1e-05,1000.0
835,20,0.5,7,1,1.0,1000.0,0.001,1e-05
836,20,0.5,7,1,1.0,1000.0,0.001,0.001
837,20,0.5,7,1,1.0,1000.0,0.001,0.1
838,20,0.5,7,1,1.0,1000.0,0.001,1.0
839,20,0.5,7,1,1.0,1000.0,0.001,10.0
840,20,0.5,7,1,1.0,1000.0,0.001,1000.0
841,20,0.5,7,1,1.0,1000.0,0.1,1e-05
842,20,0.5,7,1,1.0,1000.0,0.1,0.001
843,20,0.5,7,1,1.0,1000.0,0.1,0.1
844,20,0.5,7,1,1.0,1000.0,0.1,1.0
845,20,0.5,7,1,1.0,1000.0,0.1,10.0
846,20,0.5,7,1,1.0,1000.0,0.1,1000.0
847,20,0.5,7,1,1.0,1000.0,1.0,1e-05
848,20,0.5,7,1,1.0,1000.0,1.0,0.001
849,20,0.5,7,1,1.0,1000.0,1.0,0.1
850,20,0.5,7,1,1.0,1000.0,1.0,1.0
851,20,0.5,7,1,1.0,1000.0,1.0,10.0
852,20,0.5,7,1,1.0,1000.0,1.0,1000.0
853,20,0.5,7,1,1.0,1000.0,10.0,1e-05
854,20,0.5,7,1,1.0,1000.0,10.0,0.001
855,20,0.5,7,1,1.0,1000.0,10.0,0.1
856,20,0.5,7,1,1.0,1000.0,10.0,1.0
857,20,0.5,7,1,1.0,1000.0,10.0,10.0
858,20,0.5,7,1,1.0,1000.0,10.0,1000.0
859,20,0.5,7,1,1.0,1000.0,1000.0,1e-05
860,20,0.5,7,1,1.0,1000.0,1000.0,0.001
861,20,0.5,7,1,1.0,1000.0,1000.0,0.1
862,20,0.5,7,1,1.0,1000.0,1000.0,1.0
863,20,0.5,7,1,1.0,1000.0,1000.0,10.0
864,20,0.5,7,1,1.0,1000.0,1000.0,1000.0
865,20,0.5,7,1,10.0,1e-05,1e-05,1e-05
866,20,0.5,7,1,10.0,1e-05,1e-05,0.001
867,20,0.5,7,1,10.0,1e-05,1e-05,0.1
868,20,0.5,7,1,10.0,1e-05,1e-05,1.0
869,20,0.5,7,1,10.0,1e-05,1e-05,10.0
870,20,0.5,7,1,10.0,1e-05,1e-05,1000.0
871,20,0.5,7,1,10.0,1e-05,0.001,1e-05
872,20,0.5,7,1,10.0,1e-05,0.001,0.001
873,20,0.5,7,1,10.0,1e-05,0.001,0.1
874,20,0.5,7,1,10.0,1e-05,0.001,1.0
875,20,0.5,7,1,10.0,1e-05,0.001,10.0
876,20,0.5,7,1,10.0,1e-05,0.001,1000.0
877,20,0.5,7,1,10.0,1e-05,0.1,1e-05
878,20,0.5,7,1,10.0,1e-05,0.1,0.001
879,20,0.5,7,1,10.0,1e-05,0.1,0.1
880,20,0.5,7,1,10.0,1e-05,0.1,1.0
881,20,0.5,7,1,10.0,1e-05,0.1,10.0
882,20,0.5,7,1,10.0,1e-05,0.1,1000.0
883,20,0.5,7,1,10.0,1e-05,1.0,1e-05
884,20,0.5,7,1,10.0,1e-05,1.0,0.001
885,20,0.5,7,1,10.0,1e-05,1.0,0.1
886,20,0.5,7,1,10.0,1e-05,1.0,1.0
887,20,0.5,7,1,10.0,1e-05,1.0,10.0
888,20,0.5,7,1,10.0,1e-05,1.0,1000.0
889,20,0.5,7,1,10.0,1e-05,10.0,1e-05
890,20,0.5,7,1,10.0,1e-05,10.0,0.001
891,20,0.5,7,1,10.0,1e-05,10.0,0.1
892,20,0.5,7,1,10.0,1e-05,10.0,1.0
893,20,0.5,7,1,10.0,1e-05,10.0,10.0
894,20,0.5,7,1,10.0,1e-05,10.0,1000.0
895,20,0.5,7,1,10.0,1e-05,1000.0,1e-05
896,20,0.5,7,1,10.0,1e-05,1000.0,0.001
897,20,0.5,7,1,10.0,1e-05,1000.0,0.1
898,20,0.5,7,1,10.0,1e-05,1000.0,1.0
899,20,0.5,7,1,10.0,1e-05,1000.0,10.0
900,20,0.5,7,1,10.0,1e-05,1000.0,1000.0
901,20,0.5,7,1,10.0,0.001,1e-05,1e-05
902,20,0.5,7,1,10.0,0.001,1e-05,0.001
903,20,0.5,7,1,10.0,0.001,1e-05,0.1
904,20,0.5,7,1,10.0,0.001,1e-05,1.0
905,20,0.5,7,1,10.0,0.001,1e-05,10.0
906,20,0.5,7,1,10.0,0.001,1e-05,1000.0
907,20,0.5,7,1,10.0,0.001,0.001,1e-05
908,20,0.5,7,1,10.0,0.001,0.001,0.001
909,20,0.5,7,1,10.0,0.001,0.001,0.1
910,20,0.5,7,1,10.0,0.001,0.001,1.0
911,20,0.5,7,1,10.0,0.001,0.001,10.0
912,20,0.5,7,1,10.0,0.001,0.001,1000.0
913,20,0.5,7,1,10.0,0.001,0.1,1e-05
914,20,0.5,7,1,10.0,0.001,0.1,0.001
915,20,0.5,7,1,10.0,0.001,0.1,0.1
916,20,0.5,7,1,10.0,0.001,0.1,1.0
917,20,0.5,7,1,10.0,0.001,0.1,10.0
918,20,0.5,7,1,10.0,0.001,0.1,1000.0
919,20,0.5,7,1,10.0,0.001,1.0,1e-05
920,20,0.5,7,1,10.0,0.001,1.0,0.001
921,20,0.5,7,1,10.0,0.001,1.0,0.1
922,20,0.5,7,1,10.0,0.001,1.0,1.0
923,20,0.5,7,1,10.0,0.001,1.0,10.0
924,20,0.5,7,1,10.0,0.001,1.0,1000.0
925,20,0.5,7,1,10.0,0.001,10.0,1e-05
926,20,0.5,7,1,10.0,0.001,10.0,0.001
927,20,0.5,7,1,10.0,0.001,10.0,0.1
928,20,0.5,7,1,10.0,0.001,10.0,1.0
929,20,0.5,7,1,10.0,0.001,10.0,10.0
930,20,0.5,7,1,10.0,0.001,10.0,1000.0
931,20,0.5,7,1,10.0,0.001,1000.0,1e-05
932,20,0.5,7,1,10.0,0.001,1000.0,0.001
933,20,0.5,7,1,10.0,0.001,1000.0,0.1
934,20,0.5,7,1,10.0,0.001,1000.0,1.0
935,20,0.5,7,1,10.0,0.001,1000.0,10.0
936,20,0.5,7,1,10.0,0.001,1000.0,1000.0
937,20,0.5,7,1,10.0,0.1,1e-05,1e-05
938,20,0.5,7,1,10.0,0.1,1e-05,0.001
939,20,0.5,7,1,10.0,0.1,1e-05,0.1
940,20,0.5,7,1,10.0,0.1,1e-05,1.0
941,20,0.5,7,1,10.0,0.1,1e-05,10.0
942,20,0.5,7,1,10.0,0.1,1e-05,1000.0
943,20,0.5,7,1,10.0,0.1,0.001,1e-05
944,20,0.5,7,1,10.0,0.1,0.001,0.001
945,20,0.5,7,1,10.0,0.1,0.001,0.1
946,20,0.5,7,1,10.0,0.1,0.001,1.0
947,20,0.5,7,1,10.0,0.1,0.001,10.0
948,20,0.5,7,1,10.0,0.1,0.001,1000.0
949,20,0.5,7,1,10.0,0.1,0.1,1e-05
950,20,0.5,7,1,10.0,0.1,0.1,0.001
951,20,0.5,7,1,10.0,0.1,0.1,0.1
952,20,0.5,7,1,10.0,0.1,0.1,1.0
