paramSetNum,N,kd,g0,g1,g2,g3,g0_b,g1_b,g2_b,g3_b,ha,hr,fa,fr,c_c,c_cr,c_o
3148,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,10000.0,1000000.0,1000000.0,1e-05,0.1,1e-05
3149,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,10000.0,1000000.0,1000000.0,1e-05,0.1,0.001
3150,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,10000.0,1000000.0,1000000.0,1e-05,0.1,1.0
3151,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,1e-05,1e-05
3152,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,1e-05,0.001
3153,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,1e-05,1.0
3154,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,0.001,1e-05
3155,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,0.001,0.001
3156,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,0.001,1.0
3157,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,0.1,1e-05
3158,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,0.1,0.001
3159,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,0.01,1e-05,0.1,1.0
3160,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,1e-05,1e-05
3161,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,1e-05,0.001
3162,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,1e-05,1.0
3163,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,0.001,1e-05
3164,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,0.001,0.001
3165,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,0.001,1.0
3166,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,0.1,1e-05
3167,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,0.1,0.001
3168,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1.0,1e-05,0.1,1.0
3169,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,1e-05,1e-05
3170,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,1e-05,0.001
3171,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,1e-05,1.0
3172,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,0.001,1e-05
3173,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,0.001,0.001
3174,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,0.001,1.0
3175,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,0.1,1e-05
3176,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,0.1,0.001
3177,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,100.0,1e-05,0.1,1.0
3178,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,1e-05,1e-05
3179,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,1e-05,0.001
3180,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,1e-05,1.0
3181,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,0.001,1e-05
3182,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,0.001,0.001
3183,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,0.001,1.0
3184,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,0.1,1e-05
3185,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,0.1,0.001
3186,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,10000.0,1e-05,0.1,1.0
3187,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,1e-05,1e-05
3188,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,1e-05,0.001
3189,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,1e-05,1.0
3190,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,0.001,1e-05
3191,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,0.001,0.001
3192,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,0.001,1.0
3193,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,0.1,1e-05
3194,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,0.1,0.001
3195,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,0.01,1000000.0,1e-05,0.1,1.0
3196,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,1e-05,1e-05
3197,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,1e-05,0.001
3198,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,1e-05,1.0
3199,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,0.001,1e-05
3200,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,0.001,0.001
3201,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,0.001,1.0
3202,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,0.1,1e-05
3203,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,0.1,0.001
3204,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,0.01,1e-05,0.1,1.0
3205,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,1e-05,1e-05
3206,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,1e-05,0.001
3207,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,1e-05,1.0
3208,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,0.001,1e-05
3209,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,0.001,0.001
3210,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,0.001,1.0
3211,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,0.1,1e-05
3212,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,0.1,0.001
3213,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1.0,1e-05,0.1,1.0
3214,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,1e-05,1e-05
3215,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,1e-05,0.001
3216,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,1e-05,1.0
3217,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,0.001,1e-05
3218,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,0.001,0.001
3219,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,0.001,1.0
3220,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,0.1,1e-05
3221,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,0.1,0.001
3222,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,100.0,1e-05,0.1,1.0
3223,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,1e-05,1e-05
3224,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,1e-05,0.001
3225,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,1e-05,1.0
3226,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,0.001,1e-05
3227,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,0.001,0.001
3228,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,0.001,1.0
3229,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,0.1,1e-05
3230,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,0.1,0.001
3231,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,10000.0,1e-05,0.1,1.0
3232,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,1e-05,1e-05
3233,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,1e-05,0.001
3234,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,1e-05,1.0
3235,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,0.001,1e-05
3236,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,0.001,0.001
3237,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,0.001,1.0
3238,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,0.1,1e-05
3239,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,0.1,0.001
3240,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1.0,1000000.0,1e-05,0.1,1.0
3241,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,1e-05,1e-05
3242,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,1e-05,0.001
3243,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,1e-05,1.0
3244,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,0.001,1e-05
3245,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,0.001,0.001
3246,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,0.001,1.0
3247,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,0.1,1e-05
3248,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,0.1,0.001
3249,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,0.01,1e-05,0.1,1.0
3250,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,1e-05,1e-05
3251,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,1e-05,0.001
3252,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,1e-05,1.0
3253,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,0.001,1e-05
3254,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,0.001,0.001
3255,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,0.001,1.0
3256,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,0.1,1e-05
3257,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,0.1,0.001
3258,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1.0,1e-05,0.1,1.0
3259,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,1e-05,1e-05
3260,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,1e-05,0.001
3261,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,1e-05,1.0
3262,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,0.001,1e-05
3263,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,0.001,0.001
3264,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,0.001,1.0
3265,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,0.1,1e-05
3266,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,0.1,0.001
3267,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,100.0,1e-05,0.1,1.0
3268,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,1e-05,1e-05
3269,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,1e-05,0.001
3270,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,1e-05,1.0
3271,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,0.001,1e-05
3272,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,0.001,0.001
3273,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,0.001,1.0
3274,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,0.1,1e-05
3275,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,0.1,0.001
3276,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,10000.0,1e-05,0.1,1.0
3277,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,1e-05,1e-05
3278,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,1e-05,0.001
3279,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,1e-05,1.0
3280,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,0.001,1e-05
3281,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,0.001,0.001
3282,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,0.001,1.0
3283,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,0.1,1e-05
3284,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,0.1,0.001
3285,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,100.0,1000000.0,1e-05,0.1,1.0
3286,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,1e-05,1e-05
3287,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,1e-05,0.001
3288,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,1e-05,1.0
3289,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,0.001,1e-05
3290,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,0.001,0.001
3291,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,0.001,1.0
3292,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,0.1,1e-05
3293,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,0.1,0.001
3294,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,0.01,1e-05,0.1,1.0
3295,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,1e-05,1e-05
3296,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,1e-05,0.001
3297,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,1e-05,1.0
3298,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,0.001,1e-05
3299,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,0.001,0.001
3300,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,0.001,1.0
3301,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,0.1,1e-05
3302,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,0.1,0.001
3303,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1.0,1e-05,0.1,1.0
3304,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,1e-05,1e-05
3305,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,1e-05,0.001
3306,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,1e-05,1.0
3307,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,0.001,1e-05
3308,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,0.001,0.001
3309,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,0.001,1.0
3310,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,0.1,1e-05
3311,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,0.1,0.001
3312,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,100.0,1e-05,0.1,1.0
3313,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,1e-05,1e-05
3314,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,1e-05,0.001
3315,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,1e-05,1.0
3316,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,0.001,1e-05
3317,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,0.001,0.001
3318,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,0.001,1.0
3319,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,0.1,1e-05
3320,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,0.1,0.001
3321,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,10000.0,1e-05,0.1,1.0
3322,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,1e-05,1e-05
3323,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,1e-05,0.001
3324,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,1e-05,1.0
3325,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,0.001,1e-05
3326,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,0.001,0.001
3327,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,0.001,1.0
3328,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,0.1,1e-05
3329,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,0.1,0.001
3330,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,10000.0,1000000.0,1e-05,0.1,1.0
3331,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,1e-05,1e-05
3332,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,1e-05,0.001
3333,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,1e-05,1.0
3334,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,0.001,1e-05
3335,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,0.001,0.001
3336,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,0.001,1.0
3337,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,0.1,1e-05
3338,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,0.1,0.001
3339,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,0.01,1e-05,0.1,1.0
3340,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,1.0,1e-05,1e-05,1e-05
3341,25,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,100.0,1000000.0,1000000.0,1.0,1e-05,1e-05,0.001
