paramSetNum,N,kd,g0,g1,g2,g3,g0_b,g1_b,g2_b,g3_b,ha,hr,fa,fr
1,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.001,0.001
2,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.001,0.1
3,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.001,10.0
4,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.001,1000.0
5,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.001,100000.0
6,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.1,0.001
7,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.1,0.1
8,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.1,10.0
9,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.1,1000.0
10,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,0.1,100000.0
11,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,10.0,0.001
12,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,10.0,0.1
13,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,10.0,10.0
14,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,10.0,1000.0
15,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,10.0,100000.0
16,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,1000.0,0.001
17,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,1000.0,0.1
18,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,1000.0,10.0
19,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,1000.0,1000.0
20,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,1000.0,100000.0
21,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,100000.0,0.001
22,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,100000.0,0.1
23,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,100000.0,10.0
24,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,100000.0,1000.0
25,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,1e-05,100000.0,100000.0
26,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.001,0.001
27,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.001,0.1
28,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.001,10.0
29,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.001,1000.0
30,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.001,100000.0
31,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.1,0.001
32,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.1,0.1
33,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.1,10.0
34,20,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1e-05,0.0005623413251903491,0.1,1000.0
