paramSetNum,N,kd,g0,g1,g2,g3,g0_b,g1_b,g2_b,g3_b,ha,hr,fa,fr,c_c,c_cr,c_o
53,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,0.01,1e-05,0.1,0.001
54,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,0.01,1e-05,0.1,1.0
55,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,1e-05,1e-05
56,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,1e-05,0.001
57,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,1e-05,1.0
58,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,0.001,1e-05
59,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,0.001,0.001
60,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,0.001,1.0
61,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,0.1,1e-05
62,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,0.1,0.001
63,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1.0,1e-05,0.1,1.0
64,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,1e-05,1e-05
65,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,1e-05,0.001
66,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,1e-05,1.0
67,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,0.001,1e-05
68,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,0.001,0.001
69,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,0.001,1.0
70,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,0.1,1e-05
71,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,0.1,0.001
72,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,100.0,1e-05,0.1,1.0
73,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,1e-05,1e-05
74,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,1e-05,0.001
75,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,1e-05,1.0
76,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,0.001,1e-05
77,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,0.001,0.001
78,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,0.001,1.0
79,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,0.1,1e-05
80,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,0.1,0.001
81,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,10000.0,1e-05,0.1,1.0
82,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,1e-05,1e-05
83,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,1e-05,0.001
84,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,1e-05,1.0
85,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,0.001,1e-05
86,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,0.001,0.001
87,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,0.001,1.0
88,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,0.1,1e-05
89,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,0.1,0.001
90,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1.0,1000000.0,1e-05,0.1,1.0
91,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,1e-05,1e-05
92,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,1e-05,0.001
93,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,1e-05,1.0
94,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,0.001,1e-05
95,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,0.001,0.001
96,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,0.001,1.0
97,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,0.1,1e-05
98,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,0.1,0.001
99,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,0.01,1e-05,0.1,1.0
100,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,1e-05,1e-05
101,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,1e-05,0.001
102,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,1e-05,1.0
103,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,0.001,1e-05
104,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,0.001,0.001
105,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,0.001,1.0
106,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,0.1,1e-05
107,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,0.1,0.001
108,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1.0,1e-05,0.1,1.0
109,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,1e-05,1e-05
110,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,1e-05,0.001
111,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,1e-05,1.0
112,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,0.001,1e-05
113,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,0.001,0.001
114,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,0.001,1.0
115,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,0.1,1e-05
116,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,0.1,0.001
117,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,100.0,1e-05,0.1,1.0
118,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,1e-05,1e-05
119,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,1e-05,0.001
120,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,1e-05,1.0
121,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,0.001,1e-05
122,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,0.001,0.001
123,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,0.001,1.0
124,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,0.1,1e-05
125,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,0.1,0.001
126,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,10000.0,1e-05,0.1,1.0
127,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,1e-05,1e-05
128,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,1e-05,0.001
129,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,1e-05,1.0
130,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,0.001,1e-05
131,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,0.001,0.001
132,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,0.001,1.0
133,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,0.1,1e-05
134,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,0.1,0.001
135,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,100.0,1000000.0,1e-05,0.1,1.0
136,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,1e-05,1e-05
137,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,1e-05,0.001
138,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,1e-05,1.0
139,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,0.001,1e-05
140,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,0.001,0.001
141,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,0.001,1.0
142,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,0.1,1e-05
143,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,0.1,0.001
144,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,0.01,1e-05,0.1,1.0
145,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,1e-05,1e-05
146,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,1e-05,0.001
147,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,1e-05,1.0
148,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,0.001,1e-05
149,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,0.001,0.001
150,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,0.001,1.0
151,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,0.1,1e-05
152,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,0.1,0.001
153,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1.0,1e-05,0.1,1.0
154,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,1e-05,1e-05
155,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,1e-05,0.001
156,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,1e-05,1.0
157,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,0.001,1e-05
158,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,0.001,0.001
159,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,0.001,1.0
160,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,0.1,1e-05
161,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,0.1,0.001
162,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,100.0,1e-05,0.1,1.0
163,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,1e-05,1e-05
164,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,1e-05,0.001
165,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,1e-05,1.0
166,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,0.001,1e-05
167,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,0.001,0.001
168,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,0.001,1.0
169,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,0.1,1e-05
170,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,0.1,0.001
171,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,10000.0,1e-05,0.1,1.0
172,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,1e-05,1e-05
173,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,1e-05,0.001
174,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,1e-05,1.0
175,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,0.001,1e-05
176,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,0.001,0.001
177,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,0.001,1.0
178,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,0.1,1e-05
179,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,0.1,0.001
180,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,10000.0,1000000.0,1e-05,0.1,1.0
181,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,1e-05,1e-05
182,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,1e-05,0.001
183,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,1e-05,1.0
184,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,0.001,1e-05
185,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,0.001,0.001
186,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,0.001,1.0
187,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,0.1,1e-05
188,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,0.1,0.001
189,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,0.01,1e-05,0.1,1.0
190,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,1e-05,1e-05
191,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,1e-05,0.001
192,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,1e-05,1.0
193,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,0.001,1e-05
194,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,0.001,0.001
195,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,0.001,1.0
196,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,0.1,1e-05
197,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,0.1,0.001
198,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,1.0,1e-05,0.1,1.0
199,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,100.0,1e-05,1e-05,1e-05
200,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,100.0,1e-05,1e-05,0.001
201,30,1,0.001,4.0,0.001,0.001,0.001,4.0,0.001,0.001,0.01,0.01,1000000.0,100.0,1e-05,1e-05,1.0
